contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20211215_item_006_project_002,sd_sddot_20211215_item_006,P 0020(189)181,06CY,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Corson, Dewey, Walworth",,US12 & US12 EBL & WBL - Fm Mobridge E City Limits to S of Selby; SD 20 - Fm Trail City to US12,
sd_sddot_20220119_item_001_project_001,sd_sddot_20220119_item_001,NH 0044(220)46,04PD,"ADA, Sidewalk, Signals, Intersection","ADA, Sidewalk, Signals, Intersection",Pennington,,SD44 - Fm LaCrosse St to Covington St in Rapid City,
sd_sddot_20220119_item_002_project_001,sd_sddot_20220119_item_002,P TAPU(09),04UA,Shared Use Path,Shared Use Path,Pennington,,"Rapid City - On the east side of Cambell St. from the end of the side path south of Rocker Dr., N to E. Omaha St./Hwy. 44.",
sd_sddot_20220119_item_003_project_001,sd_sddot_20220119_item_003,CIP 51212( ),X05G,Replace Water and Sewer Mains,Replace Water and Sewer Mains,Pennington,,SD44 - Omaha/LaCrosse St. Intersection,
sd_sddot_20220119_item_004_project_001,sd_sddot_20220119_item_004,P 0026(04)230,04X5,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Hand, Hyde",,SD26 - Fm SD47 to SD45,
sd_sddot_20220119_item_005_project_001,sd_sddot_20220119_item_005,P 0047(119)157,069F,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Faulk, Hyde",,SD47 - Fm N of SD26 to the US212 E Jct,
sd_sddot_20220119_item_006_project_001,sd_sddot_20220119_item_006,BRO 8051(17),08AD,Structure Removal,Structure Removal,Moody,,Structure on Crescent St in Flandreau over the Big Sioux River (City Owned) SN 51-147-097,
sd_sddot_20220119_item_007_project_001,sd_sddot_20220119_item_007,BRF 6337(00)19-1,076A,Structure & Approach Grading,Structure & Approach Grading,Moody,,Structure 9 N of Egan on 478th Ave over the Big Sioux River SN 51-120-044,
sd_sddot_20220119_item_008_project_001,sd_sddot_20220119_item_008,NH 0212(190)39,068V,"Mill & Asphalt Resurf, Pipe, Guardrail","Mill & Asphalt Resurf, Pipe, Guardrail","Butte, Meade",,US 212 - Newell to Maurine,
sd_sddot_20220119_item_009_project_001,sd_sddot_20220119_item_009,NH 0037(159)105,06PD,"Mill, ACC, Rubblizing, Edge Drain, Culv","Mill, ACC, Rubblizing, Edge Drain, Culv",Sanborn,,"SD37 - NBL & SBL, Fm the W Jct of SD34 to S of SD224",
sd_sddot_20220119_item_010_project_001,sd_sddot_20220119_item_010,NH 0016(89)41,060L,Bank Stabilization,Bank Stabilization,Pennington,,US16 - 0.1 E of US16/US16B Intersection on Spring Creek,
sd_sddot_20220202_item_001_project_001,sd_sddot_20220202_item_001,IM 0909(91)394,065D,"Deck Overlay, Approach Paving","Deck Overlay, Approach Paving",Minnehaha,,"Interstate 90 - 2 miles west of Interstate 29, 470th Avenue overpass",
sd_sddot_20220202_item_002_project_001,sd_sddot_20220202_item_002,P-PH-B 0015(82)167,05D9,"Grading, Interim Surfacing, Replace Str","Grading, Interim Surfacing, Replace Str",Grant,,SD15 - From the N Jct of SD20 north to Milbank,
sd_sddot_20220202_item_003_project_001,sd_sddot_20220202_item_003,IM-NH-P 0041(162),06FJ,Culvert Repair,Culvert Repair,"Lawrence, Meade, Pennington",,Various Locations Throughout the Rapid City Area,
sd_sddot_20220202_item_004_project_001,sd_sddot_20220202_item_004,NH-P 0042(92),088J,Asphalt Surface Treatment,Asphalt Surface Treatment,"Butte, Harding, Perkins",,Various Routes in the Belle Fourche Area,
sd_sddot_20220216_item_001_project_001,sd_sddot_20220216_item_001,P-PH-EM 0046(60)347,04X4,"Grading, Structure, Int. Surf, Lighting","Grading, Structure, Int. Surf, Lighting",Yankton,,SD46 - Fm US81 to Irene,
sd_sddot_20220216_item_002_project_001,sd_sddot_20220216_item_002,PP 0014(244)130,087L,Advanced Warning Flashing Signs,Advanced Warning Flashing Signs,"Brookings, Hughes, Jackson",,"US14 - In Cottonwood RCP&E RR DOT #190026Y, In Blunt RCP&E RR DOT #189665V, E of Volga RCP&E RR DOT #197525N",
sd_sddot_20220216_item_003_project_001,sd_sddot_20220216_item_003,NH 0012(227)99,068A,"Mill & AC Resurfacing, Pipe Work","Mill & AC Resurfacing, Pipe Work","Corson, Perkins",,US12 - from 1 mile west of Thunderhawk to Morristown and SD73 - Fm US12 to the ND State Line,
sd_sddot_20220216_item_003_project_002,sd_sddot_20220216_item_003,P 0073(76)252,068C,"Mill & AC Resurfacing, Pipe Work","Mill & AC Resurfacing, Pipe Work","Corson, Perkins",,US12 - from 1 mile west of Thunderhawk to Morristown and SD73 - Fm US12 to the ND State Line,
sd_sddot_20220216_item_004_project_001,sd_sddot_20220216_item_004,NH-P 0022(87),088T,Asphalt Surface Treatment,Asphalt Surface Treatment,"Lake, Lincoln, Minnehaha",,Various Locations in the Sioux Falls Area,
sd_sddot_20220216_item_005_project_001,sd_sddot_20220216_item_005,NH-P 0042(91),0883,Rout & Seal,Rout & Seal,"Butte, Harding, Lawrence, Meade, Perkins",,Various Locations in the Belle Fourche Area,
sd_sddot_20220302_item_001_project_001,sd_sddot_20220302_item_001,"BRO 8003(37), BRO 8008(04), BRO 8014(37), BRO 8030(16), BRO 8042(50), BRO 8044(14)","08A6, 08A7, 08A8,",Structure Removals,Structure Removals,"Beadle, Brule, Clay, Hand, Lincoln, McCook",,"Structures SE of Virgil on 393rd Ave, NW of Kimball on 360th Ave, NE of Vermillion on 465th Ave, NE of Miller on 366th Ave, NE of Canton on 281st St., S of Salem on 441st Ave",
sd_sddot_20220302_item_002_project_001,sd_sddot_20220302_item_002,P 0025(86)55,06CV,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Hanson,,SD25 - Fm SD262 to SD38,
sd_sddot_20220302_item_003_project_001,sd_sddot_20220302_item_003,NH 0085(102)26,06XM,Bridge Rail Painting,Bridge Rail Painting,Lawrence,,"US85 - Strs. 0.1 NE, 0.6 NE & 0.8 NE of Jct US 385 over Whitewood Ck",
sd_sddot_20220302_item_004_project_001,sd_sddot_20220302_item_004,NH 0034(190)55,05RC,Bank Stabilization,Bank Stabilization,Meade,,SD34 - 16.7 NE of the SD79N Jct,
sd_sddot_20220302_item_005_project_001,sd_sddot_20220302_item_005,NH-P 0011(156),087W,Rout & Seal,Rout & Seal,"Brown, Day, Marshall",,Various Routes in the Aberdeen Region,
sd_sddot_20220302_item_006_project_001,sd_sddot_20220302_item_006,NH-P 0043(34),0884,Rout & Seal,Rout & Seal,"Fall River, Oglala Lakota",,Various Location in the Custer Area,
sd_sddot_20220302_item_007_project_001,sd_sddot_20220302_item_007,NH-P 0041(176),0874,Rout & Seal,Rout & Seal,Pennington,,Various Locations in the Rapid City Area,
sd_sddot_20220316_item_001_project_001,sd_sddot_20220316_item_001,P 0047(111)203,00XM,"Grading, Int. Surf, Structure & RCBC","Grading, Int. Surf, Structure & RCBC",Walworth,,SD47 - Fm SD20 to US12,
sd_sddot_20220316_item_002_project_001,sd_sddot_20220316_item_002,IM-B 2291(01)10,01QA,"Structure, Approach Grading, C&G, AC","Structure, Approach Grading, C&G, AC",Minnehaha,,60th Street North in Sioux Falls,
sd_sddot_20220316_item_003_project_001,sd_sddot_20220316_item_003,BRF 6140(08),01DX,Structure & Approach Grading,Structure & Approach Grading,Tripp,,Structure 2.9 miles north of Witten over Cottonwood Creek,
sd_sddot_20220316_item_004_project_001,sd_sddot_20220316_item_004,P 0011(157),088G,Asphalt Surface Treatment,Asphalt Surface Treatment,"Edmunds, McPherson",,Various Routes in the Aberdeen Area,
sd_sddot_20220316_item_005_project_001,sd_sddot_20220316_item_005,P 0012(293),088U,Asphalt Surface Treatment,Asphalt Surface Treatment,"Brookings, Hamlin",,Various Locations in the Watertown Area,
sd_sddot_20220316_item_006_project_001,sd_sddot_20220316_item_006,P TAPU(29),07RH,Shared Use Path,Shared Use Path,Pennington,,"Box Elder - along Briggs St fm Patriot Dr to Liberty Blvd, along Liberty Blvd fm Briggs St to N Ellsworth Rd, along N Ellsworth Rd fm Liberty Blvd to Frontage Rd",
sd_sddot_20220406_item_001_project_001,sd_sddot_20220406_item_001,NH 2042(29),06YQ,"Grading, PCC Surf. C&G, Signals & Light","Grading, PCC Surf. C&G, Signals & Light",Minnehaha,,Arrowhead Parkway - Fm 0.5 W of Six Mile Rd to Six Mile Rd in Sioux Falls; SD42 - Fm Six Mile Rd to Willow Run Ent in Sioux Falls; Six Mile Rd - Fm 1000' N of Arrowhead Parkway S 1500' in Sioux Falls,
sd_sddot_20220406_item_001_project_002,sd_sddot_20220406_item_001,NH 0042(63)371,05C6,"Grading, PCC Surf. C&G, Signals & Light","Grading, PCC Surf. C&G, Signals & Light",Minnehaha,,Arrowhead Parkway - Fm 0.5 W of Six Mile Rd to Six Mile Rd in Sioux Falls; SD42 - Fm Six Mile Rd to Willow Run Ent in Sioux Falls; Six Mile Rd - Fm 1000' N of Arrowhead Parkway S 1500' in Sioux Falls,
sd_sddot_20220406_item_001_project_003,sd_sddot_20220406_item_001,P 1358(02),05C2,"Grading, PCC Surf. C&G, Signals & Light","Grading, PCC Surf. C&G, Signals & Light",Minnehaha,,Arrowhead Parkway - Fm 0.5 W of Six Mile Rd to Six Mile Rd in Sioux Falls; SD42 - Fm Six Mile Rd to Willow Run Ent in Sioux Falls; Six Mile Rd - Fm 1000' N of Arrowhead Parkway S 1500' in Sioux Falls,
sd_sddot_20220406_item_002_project_001,sd_sddot_20220406_item_002,11064 ( ),X05M,Water Main & Sanitary Sewer,Water Main & Sanitary Sewer,Minnehaha,,Six Mile Rd fm Arrowhead Pkwy S 500’; Arrowhead Parkway fm 0.5 W of Six Mile Rd to Willow Run Ent in Sioux Falls,
